epoch,score,module,loss,optimizer,metrics,device,cluster,grads_per_worker,max_epochs,batch_size,max_batch_size,min_workers,max_workers,random_state,module__depth,module__widen_factor,module__dropout_rate,module__num_classes,optimizer__lr,optimizer__momentum,optimizer__nesterov,optimizer__weight_decay,client,n_updates,n_data,score__calls,partial_fit__calls,n_workers,partial_fit__time,partial_fit__batch_size,partial_fit__lr,score__acc,score__loss,score__time
63,0.8985999822616577,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",25024,3203072,64,64,1,38.50283074378967,128,0.01,0.8985999822616577,0.3062198333740234,0.0
64,0.8985999822616577,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",25415,3253120,65,65,1,42.33121991157532,128,0.01,0.8985999822616577,0.3156120574951172,0.0
65,0.8984999656677246,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",25806,3303168,66,66,1,37.784870862960815,128,0.01,0.8984999656677246,0.3101528762817383,0.0
66,0.9003999829292297,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",26197,3353216,67,67,1,40.23081374168396,128,0.01,0.9003999829292297,0.3159948516845703,0.0
67,0.8983999490737915,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",26588,3403264,68,68,1,35.273043155670166,128,0.01,0.8983999490737915,0.3150869689941406,0.0
68,0.9003999829292297,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",26979,3453312,69,69,1,35.28805899620056,128,0.01,0.9003999829292297,0.3070259735107422,0.0
69,0.8952999711036682,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",27370,3503360,70,70,1,38.59209418296814,128,0.01,0.8952999711036682,0.33235415344238284,0.0
70,0.8996999859809875,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",27761,3553408,71,71,1,41.85917901992798,128,0.01,0.8996999859809875,0.3137935455322265,0.0
71,0.9027000069618224,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",28152,3603456,72,72,1,42.68755388259888,128,0.01,0.9027000069618224,0.30917030639648435,0.0
72,0.8987999558448792,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",28543,3653504,73,73,1,40.697752952575684,128,0.01,0.8987999558448792,0.31469014282226565,0.0
73,0.8940999507904053,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",28934,3703552,74,74,1,42.8148992061615,128,0.01,0.8940999507904053,0.3292335632324219,0.0
74,0.9037999510765076,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",29325,3753600,75,75,1,43.429057121276855,128,0.01,0.9037999510765076,0.30273922729492186,0.0
75,0.9047999978065492,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",29716,3803648,76,76,1,41.339184045791626,128,0.01,0.9047999978065492,0.319981689453125,0.0
76,0.9014999866485596,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",30107,3853696,77,77,1,34.46758985519409,128,0.01,0.9014999866485596,0.31948164978027344,0.0
77,0.8957999944686891,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",30498,3903744,78,78,1,34.50205397605896,128,0.01,0.8957999944686891,0.3435647216796875,0.0
78,0.8951999545097351,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",30889,3953792,79,79,1,34.74364709854126,128,0.01,0.8951999545097351,0.33455493774414063,0.0
79,0.8988999724388123,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",31280,4003840,80,80,1,40.185853004455566,128,0.01,0.8988999724388123,0.3204816558837891,0.0
80,0.8953999876976013,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",31671,4053888,81,81,1,49.58958101272583,128,0.01,0.8953999876976013,0.3364598358154297,0.0
81,0.8966999650001526,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",32062,4103936,82,82,1,46.27847671508789,128,0.01,0.8966999650001526,0.34408092041015625,0.0
82,0.8889999985694885,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",32453,4153984,83,83,1,47.38113594055176,128,0.01,0.8889999985694885,0.35328745422363284,0.0
83,0.8917999863624573,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",32844,4204032,84,84,1,42.3121600151062,128,0.01,0.8917999863624573,0.3352099090576172,0.0
84,0.8910999894142151,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",33235,4254080,85,85,1,40.44500708580017,128,0.01,0.8910999894142151,0.3446672821044922,0.0
85,0.9005999565124512,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",33626,4304128,86,86,1,46.24931597709656,128,0.01,0.9005999565124512,0.3200869995117188,0.0
86,0.8986999988555908,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",34017,4354176,87,87,1,40.21579599380493,128,0.01,0.8986999988555908,0.3188402099609375,0.0
87,0.9003999829292297,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",34408,4404224,88,88,1,44.032084941864014,128,0.01,0.9003999829292297,0.3275617218017578,0.0
88,0.8930000066757202,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",34799,4454272,89,89,1,40.428332805633545,128,0.01,0.8930000066757202,0.3457608154296875,0.0
89,0.8973000049591064,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",35190,4504320,90,90,1,44.46125912666321,128,0.01,0.8973000049591064,0.3394277587890625,0.0
90,0.9016999602317809,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",35581,4554368,91,91,1,46.64875388145447,128,0.01,0.9016999602317809,0.3135360290527344,0.0
91,0.8894999623298645,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",35972,4604416,92,92,1,43.28896403312683,128,0.01,0.8894999623298645,0.35290010986328124,0.0
92,0.883899986743927,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",36363,4654464,93,93,1,46.14483880996704,128,0.01,0.883899986743927,0.3742018768310547,0.0
93,0.8888999819755554,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",36754,4704512,94,94,1,44.739400148391724,128,0.01,0.8888999819755554,0.3596751007080078,0.0
94,0.9001999497413635,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",37145,4754560,95,95,1,45.21275973320007,128,0.01,0.9001999497413635,0.3218343444824219,0.0
95,0.8957999944686891,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",37536,4804608,96,96,1,46.4385552406311,128,0.01,0.8957999944686891,0.3305562164306641,0.0
96,0.9037999510765076,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",37927,4854656,97,97,1,45.54064106941223,128,0.01,0.9037999510765076,0.3166806488037109,0.0
97,0.8969999551773071,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",38318,4904704,98,98,1,45.14315891265869,128,0.01,0.8969999551773071,0.3249139404296875,0.0
98,0.8938999772071838,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",38709,4954752,99,99,1,46.39488220214844,128,0.01,0.8938999772071838,0.3395511993408203,0.0
99,0.8956999778747559,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",39100,5004800,100,100,1,44.3505859375,128,0.01,0.8956999778747559,0.3354788696289063,0.0
100,0.8894999623298645,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",39491,5054848,101,101,1,45.21854066848755,128,0.01,0.8894999623298645,0.35510877990722656,0.0
101,0.8955999612808228,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",39882,5104896,102,102,1,46.173681020736694,128,0.01,0.8955999612808228,0.3347609405517578,0.0
102,0.8963999748229979,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",40273,5154944,103,103,1,45.12688493728638,128,0.01,0.8963999748229979,0.33144629821777344,0.0
103,0.8894000053405762,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",40664,5204992,104,104,1,46.3713858127594,128,0.01,0.8894000053405762,0.3490664825439453,0.0
104,0.8933999538421631,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",41055,5255040,105,105,1,45.08545422554016,128,0.01,0.8933999538421631,0.3292952392578125,0.0
105,0.8976999521255493,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",41446,5305088,106,106,1,45.60614609718323,128,0.01,0.8976999521255493,0.3336223052978516,0.0
106,0.8985999822616577,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",41837,5355136,107,107,1,42.90705466270447,128,0.01,0.8985999822616577,0.3355989013671875,0.0
107,0.8912000060081482,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",42228,5405184,108,108,1,41.112728118896484,128,0.01,0.8912000060081482,0.35252704772949217,0.0
108,0.8960999846458435,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",42619,5455232,109,109,1,41.15486788749695,128,0.01,0.8960999846458435,0.33026314697265624,0.0
109,0.8928999900817871,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",43010,5505280,110,110,1,40.696171045303345,128,0.01,0.8928999900817871,0.34230828857421874,0.0
110,0.8973000049591064,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",43401,5555328,111,111,1,42.09459686279297,128,0.01,0.8973000049591064,0.3333722503662109,0.0
111,0.9030999541282654,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",43792,5605376,112,112,1,45.76825785636902,128,0.01,0.9030999541282654,0.32106636657714843,0.0
112,0.9028999805450441,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",44183,5655424,113,113,1,44.31249809265137,128,0.01,0.9028999805450441,0.31755519104003904,0.0
113,0.8932999968528748,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",44574,5705472,114,114,1,43.89792585372925,128,0.01,0.8932999968528748,0.3381745025634766,0.0
114,0.8901000022888184,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",44965,5755520,115,115,1,48.71870684623718,128,0.01,0.8901000022888184,0.35116781005859377,0.0
115,0.8937000036239624,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",45356,5805568,116,116,1,37.27453112602234,128,0.01,0.8937000036239624,0.3442059600830078,0.0
116,0.8960999846458435,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",45747,5855616,117,117,1,46.038620948791504,128,0.01,0.8960999846458435,0.3424450531005859,0.0
117,0.8928999900817871,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",46138,5905664,118,118,1,44.989129066467285,128,0.01,0.8928999900817871,0.34887168579101563,0.0
118,0.8901000022888184,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",46529,5955712,119,119,1,39.691076040267944,128,0.01,0.8901000022888184,0.35033143920898435,0.0
119,0.8962000012397766,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",46920,6005760,120,120,1,37.526910066604614,128,0.01,0.8962000012397766,0.3332419006347656,0.0
120,0.9115999937057496,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",47311,6055808,121,121,1,42.23812413215637,128,0.002,0.9115999937057496,0.288798764038086,0.0
121,0.9140999913215636,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",47702,6105856,122,122,1,45.70564675331116,128,0.002,0.9140999913215636,0.2870125793457031,0.0
122,0.913100004196167,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",48093,6155904,123,123,1,47.0268669128418,128,0.002,0.913100004196167,0.2765278839111328,0.0
123,0.913100004196167,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",48484,6205952,124,124,1,44.90875291824341,128,0.002,0.913100004196167,0.28355991973876954,0.0
124,0.914900004863739,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",48875,6256000,125,125,1,44.65385389328003,128,0.002,0.914900004863739,0.2834413421630859,0.0
125,0.915299952030182,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cpu,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://10.139.67.201/51337/1' processes=1 threads=8, memory=17.18 GB>",49266,6306048,126,126,1,41.114837884902954,128,0.002,0.915299952030182,0.2848771133422852,0.0
