epoch,score,module,loss,optimizer,metrics,device,cluster,grads_per_worker,max_epochs,batch_size,max_batch_size,min_workers,max_workers,random_state,module__depth,module__widen_factor,module__dropout_rate,module__num_classes,optimizer__lr,optimizer__momentum,optimizer__nesterov,optimizer__weight_decay,client,n_updates,n_data,n_weight_changes,score__calls,partial_fit__calls,n_workers,score__acc,score__loss,score__time,partial_fit__time,partial_fit__batch_size,partial_fit__lr,weight_aggregate
0,0.5752999782562256,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",391,50048,391,2,1,1,0.5752999782562256,1.2057395141601563,5.105956554412842,76.67232775688171,128,0.02,2512.281949051656
1,0.6473000049591064,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",782,100096,782,3,2,1,0.6473000049591064,1.0117916381835939,5.226476192474365,76.83770656585693,128,0.02,2718.459013942629
2,0.7206999659538269,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",1173,150144,1173,4,3,1,0.7206999659538269,0.7900929443359375,5.1487016677856445,77.3033857345581,128,0.02,2955.8949803765863
3,0.7586999535560608,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",1564,200192,1564,5,4,1,0.7586999535560608,0.6952701049804687,5.10534405708313,76.82340955734253,128,0.02,3116.5172399226576
4,0.7760999798774719,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",1955,250240,1955,6,5,1,0.7760999798774719,0.6429243408203125,5.079434394836426,76.6772313117981,128,0.02,3251.6262307167053
5,0.7845999598503113,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",2346,300288,2346,7,6,1,0.7845999598503113,0.6352188903808593,5.153941869735718,77.08103442192078,128,0.02,3335.9841319061816
6,0.8041999936103821,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",2737,350336,2737,8,7,1,0.8041999936103821,0.5730257995605469,5.0941150188446045,77.51151394844055,128,0.02,3390.8038574885577
7,0.8288999795913696,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",3128,400384,3128,9,8,1,0.8288999795913696,0.5035502044677734,5.111796617507935,76.77950024604797,128,0.02,3505.928137548268
8,0.8197999596595764,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",3519,450432,3519,10,9,1,0.8197999596595764,0.5376310089111328,5.0909483432769775,77.10356593132019,128,0.02,3589.439891114831
9,0.8362999558448792,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",3910,500480,3910,11,10,1,0.8362999558448792,0.48077220458984377,5.131781101226807,77.0987274646759,128,0.02,3548.9926673900336
10,0.8417999744415283,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",4301,550528,4301,12,11,1,0.8417999744415283,0.47480296325683596,5.07106351852417,77.12167692184448,128,0.02,3637.9443617276847
11,0.8388999700546265,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",4692,600576,4692,14,12,1,0.8388999700546265,0.4859556793212891,5.077571630477905,76.82000088691711,128,0.02,3677.4564902335405
12,0.8463000059127808,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.02,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/3285/1' processes=1 threads=4, memory=16.48 GB>",5083,650624,5083,15,13,1,0.8463000059127808,0.45970040893554687,5.158722162246704,77.1594626903534,128,0.02,3692.520000871271
